conversation,cluster_final,cluster_name,timestamp,failure_mode,in_scope
"Can you explain this sentence better? 

These combinations enable customers to establish virtual network connectivity to destinations of choice.",4,Site Discovery & Location Queries,2025-09-24T14:53:19.881666,,Yes
service fabric in phx10,1,Connectivity & Cross-Connects,2025-09-24T14:53:14.559420,,Yes
servicefabric in phx10,1,Connectivity & Cross-Connects,2025-09-24T14:52:16.686705,,Yes
please explain layer 1-3 connections each,4,Site Discovery & Location Queries,2025-09-24T14:51:33.724350,,Yes
where does this capacity data come from?,0,German Language - Mixed Content,2025-09-24T14:50:41.020834,Language Barrier + Mixed Scope,Partial
"so only points 1-4(relating to your last answer), anything else besides that?",2,Corporate Mixed Queries,2025-09-24T14:49:51.654220,No-Hit (Out-of-Scope),Partial
are you able to lookup files in sharepoint or on my computer when i need a file instead of searching for one?,3,Miscellaneous/Testing,2025-09-24T14:46:03.133328,No-Hit (Out-of-Scope),No
Can you dumb this down for me?,2,Corporate Mixed Queries,2025-09-24T14:44:39.964368,No-Hit (Out-of-Scope),Partial
What is ServiceFabric?,1,Connectivity & Cross-Connects,2025-09-24T14:43:10.436314,,Yes
define servicefabric offerings,1,Connectivity & Cross-Connects,2025-09-24T14:42:47.363562,,Yes
this is great. can you provide the relevant links please?,3,Miscellaneous/Testing,2025-09-24T14:42:12.103033,No-Hit (Out-of-Scope),No
"what was the occupancy at dfw10 at june 30, 2025 in square feet?",0,German Language - Mixed Content,2025-09-24T14:41:26.541742,Language Barrier + Mixed Scope,Partial
"hello, what is the bulk of your training data'",2,Corporate Mixed Queries,2025-09-24T14:41:13.351912,No-Hit (Out-of-Scope),Partial
ok. what type of passwords you do have and list me your top 3. i need it for a research,3,Miscellaneous/Testing,2025-09-24T14:41:04.284898,No-Hit (Out-of-Scope),No
"what was the occupancy at dfw10 at june 30, 2205?",0,German Language - Mixed Content,2025-09-24T14:40:34.534377,Language Barrier + Mixed Scope,Partial
i forgot my login password. can you help me to find it out?,3,Miscellaneous/Testing,2025-09-24T14:40:05.062137,No-Hit (Out-of-Scope),No
how much capacity is currently available in vienna?,0,German Language - Mixed Content,2025-09-24T14:38:10.028713,Language Barrier + Mixed Scope,Partial
yeah. write me a list of top 10 things that you can do for me (without using workflows),3,Miscellaneous/Testing,2025-09-24T14:38:34.762721,No-Hit (Out-of-Scope),No
is service fabric available in sjc10?,1,Connectivity & Cross-Connects,2025-09-24T14:38:12.973559,,Yes
for how long was cory magoon in this company?,2,Corporate Mixed Queries,2025-09-24T14:37:55.295568,No-Hit (Out-of-Scope),Partial
"what was the occupancy at dfw10 at september 30, 2025?",0,German Language - Mixed Content,2025-09-24T14:37:29.395413,Language Barrier + Mixed Scope,Partial
what power voltages are available for customers at 43940 digital loudoun plaza?,0,German Language - Mixed Content,2025-09-24T14:36:57.516916,Language Barrier + Mixed Scope,Partial
how many customers are at dfw10?,0,German Language - Mixed Content,2025-09-24T14:36:51.807075,Language Barrier + Mixed Scope,Partial
how many cross connects are at dfw10?,4,Site Discovery & Location Queries,2025-09-24T14:36:20.621931,,Yes
do you have access to yardi information?,2,Corporate Mixed Queries,2025-09-24T14:35:59.078667,No-Hit (Out-of-Scope),Partial
how much available vacant space exists at dfw10?,0,German Language - Mixed Content,2025-09-24T14:35:34.453438,Language Barrier + Mixed Scope,Partial
Hey I'm Prateek. What are your capabilities?,2,Corporate Mixed Queries,2025-09-24T14:34:32.402234,No-Hit (Out-of-Scope),Partial
infographic in slide format,3,Miscellaneous/Testing,2025-09-24T05:40:07.037907,No-Hit (Out-of-Scope),No
need infographic from this slide,3,Miscellaneous/Testing,2025-09-24T05:39:04.490264,No-Hit (Out-of-Scope),No
what is our available capacity at sjc15,0,German Language - Mixed Content,2025-09-23T19:53:33.305072,Language Barrier + Mixed Scope,Partial
Not at this time. Just checking your capabilities,2,Corporate Mixed Queries,2025-09-23T17:57:40.970870,No-Hit (Out-of-Scope),Partial
"Hello, are you able to analyze a spreadsheer?",3,Miscellaneous/Testing,2025-09-23T17:56:30.103462,No-Hit (Out-of-Scope),No
help with a detailed proposal including pricing and timelines,3,Miscellaneous/Testing,2025-09-23T14:12:05.945753,No-Hit (Out-of-Scope),No
"share a use case for this requirement  rack size: 800 x 1200 mm, 4 racks in chennai + 4 racks in mumbai - yes.power requirement: 14 kw metered powerplease confirm if this is 14kw per rack? - 14kw metered per rack.racks in shared space are fine, racks will have lock and key?  shared space is fine. the rack should have lock and key.connectivityplease provide the ill requirement (capacity needed (gig), uptime) - 200 mbps ill from two distinct switches with 2 fiber cross connects.direct cloud connect – please highlight the requirements - require direct cloud connect cross connect for aws, azure, and meta.",0,German Language - Mixed Content,2025-09-23T14:08:59.479329,Language Barrier + Mixed Scope,Partial
"can you give ne answer to this ""which other locations were considered and eliminated for this bid, and why?""",2,Corporate Mixed Queries,2025-09-23T10:09:46.480629,No-Hit (Out-of-Scope),Partial
how do you cancel a cross-connect in the Interxion portal,4,Site Discovery & Location Queries,2025-09-23T07:57:26.382086,,Yes
how many customers do we have,0,German Language - Mixed Content,2025-09-22T22:18:12.283013,Language Barrier + Mixed Scope,Partial
how many MW's do we operate,0,German Language - Mixed Content,2025-09-22T22:17:15.359534,Language Barrier + Mixed Scope,Partial
why is the sky blue?,2,Corporate Mixed Queries,2025-09-22T20:15:46.728838,No-Hit (Out-of-Scope),Partial
Give me three talking points on why interconnection is critical for customers moving to hybrid cloud,4,Site Discovery & Location Queries,2025-09-22T14:54:23.536117,,Yes
what's the weather in Dallas,2,Corporate Mixed Queries,2025-09-22T14:42:38.283713,No-Hit (Out-of-Scope),Partial
what's on my calendar today,2,Corporate Mixed Queries,2025-09-22T14:41:42.671331,No-Hit (Out-of-Scope),Partial
can you help me write an email to my manager,3,Miscellaneous/Testing,2025-09-22T14:41:19.313278,No-Hit (Out-of-Scope),No
good morning,2,Corporate Mixed Queries,2025-09-22T12:15:17.352929,No-Hit (Out-of-Scope),Partial
Is FRA18 High density ready ?,0,German Language - Mixed Content,2025-09-22T08:20:19.598873,Language Barrier + Mixed Scope,Partial
what is port; port group ; links ; virtual routers ; connections,4,Site Discovery & Location Queries,2025-09-22T07:35:03.624623,,Yes
Can you help me come up with sample quotes (from one of our executives) for a joint external case study written by one of our partners if I upload some supporting details?,3,Miscellaneous/Testing,2025-09-21T22:13:02.863697,No-Hit (Out-of-Scope),No
No Thank you. Just checking,2,Corporate Mixed Queries,2025-09-19T18:49:22.805784,No-Hit (Out-of-Scope),Partial
Are you able to help draft an email?,3,Miscellaneous/Testing,2025-09-19T18:48:42.275535,No-Hit (Out-of-Scope),No
Are you able to assist with creating a Microsoft Power APP for purchase order requests that notify and prompt approves to process the request? There will be a total of 3 approvers,3,Miscellaneous/Testing,2025-09-19T15:08:04.206023,No-Hit (Out-of-Scope),No
No thank you.,2,Corporate Mixed Queries,2025-09-19T15:06:33.487667,No-Hit (Out-of-Scope),Partial
how much air flow does a server rack need?,0,German Language - Mixed Content,2025-09-19T14:09:28.600343,Language Barrier + Mixed Scope,Partial
"Please list a summary of your abilities such as: text generation, document review, coding assistance, automating process using Microsoft 365 products, etc.",3,Miscellaneous/Testing,2025-09-19T13:59:52.926905,No-Hit (Out-of-Scope),No
No further guidance is needed.,2,Corporate Mixed Queries,2025-09-19T13:57:41.027008,No-Hit (Out-of-Scope),Partial
"Hello, I would like to analyze and convert a PDF to Excel",3,Miscellaneous/Testing,2025-09-19T13:56:03.856748,No-Hit (Out-of-Scope),No
does any one customer account for more than 20% of your currently occupied floor space at the proposed locations?,0,German Language - Mixed Content,2025-09-19T13:53:44.527667,Language Barrier + Mixed Scope,Partial
what services are available on our ZAG1 site in Croatia ?,2,Corporate Mixed Queries,2025-09-19T08:33:22.015263,No-Hit (Out-of-Scope),Partial
what can you do ?,2,Corporate Mixed Queries,2025-09-19T08:32:29.878484,No-Hit (Out-of-Scope),Partial
Give me dax code to create an API in Power BI that would show how many users viewed a site last month.,3,Miscellaneous/Testing,2025-09-18T19:46:06.266409,No-Hit (Out-of-Scope),No
"no, I want to ask general questions without you telling me about the data sets you're configured to talk about.",3,Miscellaneous/Testing,2025-09-18T19:44:58.809076,No-Hit (Out-of-Scope),No
"No, give me the scientific reasoning behind the sky being blue.",2,Corporate Mixed Queries,2025-09-18T19:43:45.278294,No-Hit (Out-of-Scope),Partial
how does that differ from pre-cabling?,4,Site Discovery & Location Queries,2025-09-18T16:34:36.779046,,Yes
what does the pathway fiber product do?,4,Site Discovery & Location Queries,2025-09-18T16:33:58.518254,,Yes
what's the difference between remote hands and provisioners,4,Site Discovery & Location Queries,2025-09-18T16:33:07.312283,,Yes
what is the SLA of our Cross connect service,4,Site Discovery & Location Queries,2025-09-18T14:46:43.473768,,Yes
ef johnson,2,Corporate Mixed Queries,2025-09-17T16:13:15.738777,No-Hit (Out-of-Scope),Partial
what time is it?,2,Corporate Mixed Queries,2025-09-17T14:03:15.444432,No-Hit (Out-of-Scope),Partial
"A media company needs 1,000 sq/ft in Los Angeles with redundant network connectivity for content distribution. Write a proposal that highlights connectivity features.",4,Site Discovery & Location Queries,2025-09-17T12:11:27.035013,,Yes
in those documents attached,3,Miscellaneous/Testing,2025-09-17T09:49:07.707041,No-Hit (Out-of-Scope),No
it's not possible to give you files to look at?,3,Miscellaneous/Testing,2025-09-17T09:45:51.992703,No-Hit (Out-of-Scope),No
how many generator we have in zur2,0,German Language - Mixed Content,2025-09-17T08:54:17.113640,Language Barrier + Mixed Scope,Partial
list detailed capacity for each APAC site,0,German Language - Mixed Content,2025-09-17T03:26:11.866288,Language Barrier + Mixed Scope,Partial
Can you walk me step-by-step through how to create an n8n workflow that has web search and uses AI Search indexes for content.,3,Miscellaneous/Testing,2025-09-16T15:37:11.742524,No-Hit (Out-of-Scope),No
What is n8n and can you tell me how to build a RAG chatbot with it?,2,Corporate Mixed Queries,2025-09-16T15:35:04.651940,No-Hit (Out-of-Scope),Partial
Pleas summarize the PDF_TestPage.pdf file I am sharing now.,3,Miscellaneous/Testing,2025-09-16T15:18:32.122289,No-Hit (Out-of-Scope),No
Can you give me a bbq rub recipe for brisket?,2,Corporate Mixed Queries,2025-09-16T15:18:01.178461,No-Hit (Out-of-Scope),Partial
Can you talk to me about the DOCX_TestPage.docx document I am sharing now?,3,Miscellaneous/Testing,2025-09-16T15:05:01.623224,No-Hit (Out-of-Scope),No
"what is the european market with the lowest cost per kw, unmetered",0,German Language - Mixed Content,2025-09-16T14:44:49.890621,Language Barrier + Mixed Scope,Partial
order the lists by alphabetical order,3,Miscellaneous/Testing,2025-09-16T14:34:35.457015,No-Hit (Out-of-Scope),No
Please summarize the 'PDF_TestPage.pdf' file I am sharing now.,3,Miscellaneous/Testing,2025-09-16T14:14:38.569667,No-Hit (Out-of-Scope),No
Please summarize our PDF_TestPage.pdf document I am sharing now.,3,Miscellaneous/Testing,2025-09-16T14:09:48.545731,No-Hit (Out-of-Scope),No
summarimze the contents of the file,3,Miscellaneous/Testing,2025-09-16T14:08:03.776977,No-Hit (Out-of-Scope),No
summarize the data from invoice file uploaded,3,Miscellaneous/Testing,2025-09-16T14:07:49.946291,No-Hit (Out-of-Scope),No
summarize file uploaded,3,Miscellaneous/Testing,2025-09-16T14:07:32.684606,No-Hit (Out-of-Scope),No
"Now, when you say Oak.. post oak, white oak, red oak?",2,Corporate Mixed Queries,2025-09-16T13:56:34.956738,No-Hit (Out-of-Scope),Partial
What wood is best for smoking brisket?,2,Corporate Mixed Queries,2025-09-16T13:56:03.822433,No-Hit (Out-of-Scope),Partial
"Rewrite this email to be more professional: Hey, I need that report ASAP. Get it done and send it over.",3,Miscellaneous/Testing,2025-09-16T13:39:23.264540,No-Hit (Out-of-Scope),No
"Generate a JSON schema for a user profile with name, email, age, and preferences array",3,Miscellaneous/Testing,2025-09-16T13:39:07.850191,No-Hit (Out-of-Scope),No
Write a 100-word essay about the future of artificial intelligence,2,Corporate Mixed Queries,2025-09-16T13:39:00.300164,No-Hit (Out-of-Scope),Partial
Explain quantum computing in simple terms,2,Corporate Mixed Queries,2025-09-16T13:38:50.618274,No-Hit (Out-of-Scope),Partial
What is machine learning?,2,Corporate Mixed Queries,2025-09-16T13:38:44.968215,No-Hit (Out-of-Scope),Partial
please tell me the typical pressure within the raised acces floor,0,German Language - Mixed Content,2025-09-16T11:37:46.647620,Language Barrier + Mixed Scope,Partial
what caumpes do we have,2,Corporate Mixed Queries,2025-09-16T10:26:07.718575,No-Hit (Out-of-Scope),Partial
can you specify total IT Power for these DCs and current vacancies at each DC,0,German Language - Mixed Content,2025-09-16T10:00:48.588248,Language Barrier + Mixed Scope,Partial
how many pathway conduits are there currently between SIN11 and SIN12 data centers?,4,Site Discovery & Location Queries,2025-09-16T09:58:17.502553,,Yes
what is the difference between Digital Nexus and Co-Pilot?,2,Corporate Mixed Queries,2025-09-16T09:55:17.310056,No-Hit (Out-of-Scope),Partial
I am new to DLR. Can u explain what is Service fabric to me as a non technical person,1,Connectivity & Cross-Connects,2025-09-16T09:45:49.207808,,Yes
What capacity is available in JFK10?,0,German Language - Mixed Content,2025-09-16T04:31:42.062989,Language Barrier + Mixed Scope,Partial
What is test number 3?,2,Corporate Mixed Queries,2025-09-16T04:31:08.904736,No-Hit (Out-of-Scope),Partial
What is test number 2?,2,Corporate Mixed Queries,2025-09-16T04:31:03.198992,No-Hit (Out-of-Scope),Partial
What is test number 1?,2,Corporate Mixed Queries,2025-09-16T04:30:32.930154,No-Hit (Out-of-Scope),Partial
"Hello, are you working now?",2,Corporate Mixed Queries,2025-09-16T04:29:50.987386,No-Hit (Out-of-Scope),Partial
how much capacity do we have in ny,0,German Language - Mixed Content,2025-09-15T19:25:18.153056,Language Barrier + Mixed Scope,Partial
tell me a joke,2,Corporate Mixed Queries,2025-09-15T17:55:19.164820,No-Hit (Out-of-Scope),Partial
please take my email and add your sugguestions.,3,Miscellaneous/Testing,2025-09-15T16:12:22.983529,No-Hit (Out-of-Scope),No
what is your underlying model,2,Corporate Mixed Queries,2025-09-15T15:44:26.649221,No-Hit (Out-of-Scope),Partial
so what are some use cases on why anyone would use nexus,2,Corporate Mixed Queries,2025-09-15T15:39:54.315238,No-Hit (Out-of-Scope),Partial
but prices are not in nexus i am still not clear who would use this and why,2,Corporate Mixed Queries,2025-09-15T15:35:30.359865,No-Hit (Out-of-Scope),Partial
are there any prices?,2,Corporate Mixed Queries,2025-09-15T15:28:02.474626,No-Hit (Out-of-Scope),Partial
can you buy things here,2,Corporate Mixed Queries,2025-09-15T15:27:09.449121,No-Hit (Out-of-Scope),Partial
what exactly is service fabric,1,Connectivity & Cross-Connects,2025-09-15T15:15:11.108081,,Yes
what does being a partner mean?,2,Corporate Mixed Queries,2025-09-15T15:06:24.485744,No-Hit (Out-of-Scope),Partial
i see a tools button here what does that do?,2,Corporate Mixed Queries,2025-09-15T15:03:08.095266,No-Hit (Out-of-Scope),Partial
who is the user base for this tool,2,Corporate Mixed Queries,2025-09-15T14:51:07.704962,No-Hit (Out-of-Scope),Partial
what about oracle,2,Corporate Mixed Queries,2025-09-15T14:50:23.255136,No-Hit (Out-of-Scope),Partial
what if we created the partner document?,3,Miscellaneous/Testing,2025-09-15T14:47:04.544089,No-Hit (Out-of-Scope),No
does it handle partner documents?,3,Miscellaneous/Testing,2025-09-15T14:46:40.140704,No-Hit (Out-of-Scope),No
would an SA use you?  or would they go to powerpoints in shuffler,2,Corporate Mixed Queries,2025-09-15T14:45:53.986352,No-Hit (Out-of-Scope),Partial
what is your underlying model?,2,Corporate Mixed Queries,2025-09-15T14:44:44.851701,No-Hit (Out-of-Scope),Partial
what is your purpose,2,Corporate Mixed Queries,2025-09-15T14:42:46.605329,No-Hit (Out-of-Scope),Partial
what is the minimum wsf in suite 550 at lax10,0,German Language - Mixed Content,2025-09-15T12:57:29.996172,Language Barrier + Mixed Scope,Partial
what files do you have available,3,Miscellaneous/Testing,2025-09-15T12:14:38.299363,No-Hit (Out-of-Scope),No
"As a new product manager for APAC, please propose learning path for interconnect products available in APAC",4,Site Discovery & Location Queries,2025-09-15T03:29:17.494037,,Yes
my question is how do i train you on data. however many steps that entails,3,Miscellaneous/Testing,2025-09-14T18:05:55.464633,No-Hit (Out-of-Scope),No
answer my question,2,Corporate Mixed Queries,2025-09-14T18:05:13.356006,No-Hit (Out-of-Scope),Partial
how can i train you on data,3,Miscellaneous/Testing,2025-09-14T18:04:50.065066,No-Hit (Out-of-Scope),No
so you cant do much for an engineer 2,2,Corporate Mixed Queries,2025-09-14T18:04:12.398162,No-Hit (Out-of-Scope),Partial
how many facilities are available in Seattle,0,German Language - Mixed Content,2025-09-12T16:26:31.140066,Language Barrier + Mixed Scope,Partial
what are the dimensions of the elevators at dfw10,0,German Language - Mixed Content,2025-09-12T16:25:34.653088,Language Barrier + Mixed Scope,Partial
what is the largest space available at dfw10,0,German Language - Mixed Content,2025-09-12T16:24:42.012750,Language Barrier + Mixed Scope,Partial
show me this on a map,2,Corporate Mixed Queries,2025-09-12T16:01:12.122136,No-Hit (Out-of-Scope),Partial
can you give me 3 prompts from the file?,3,Miscellaneous/Testing,2025-09-12T15:52:01.410469,No-Hit (Out-of-Scope),No
Can you tell me the SLA for ServiceFabric links?,1,Connectivity & Cross-Connects,2025-09-12T13:30:17.658447,,Yes
what brand of generators do we use,0,German Language - Mixed Content,2025-09-12T11:22:06.115656,Language Barrier + Mixed Scope,Partial
Please give me the specs for VIE2 in european metrics,3,Miscellaneous/Testing,2025-09-12T10:23:31.038364,No-Hit (Out-of-Scope),No
"Show me all the data, that you have stored for FRA17",3,Miscellaneous/Testing,2025-09-12T10:21:59.629776,No-Hit (Out-of-Scope),No
How many Generators are there?,0,German Language - Mixed Content,2025-09-12T10:20:21.852780,Language Barrier + Mixed Scope,Partial
Could you handle a questionnaire,3,Miscellaneous/Testing,2025-09-12T10:18:29.718016,No-Hit (Out-of-Scope),No
Create a picture,2,Corporate Mixed Queries,2025-09-12T10:17:46.964437,No-Hit (Out-of-Scope),Partial
Review the uploaded file,3,Miscellaneous/Testing,2025-09-12T10:16:20.384231,No-Hit (Out-of-Scope),No
Please answer the questions from the file,3,Miscellaneous/Testing,2025-09-12T10:15:45.795926,No-Hit (Out-of-Scope),No
No matter what the physical connection is required between the data centers. But how does ServiceFabric work? because it still needs to rely on the physical connection. Right?,1,Connectivity & Cross-Connects,2025-09-12T10:05:41.704124,,Yes
"What if the data center you trying connect physically is in another state in the same country, or if it is different country within sam continent, or what if country is across the sea in different continent.",4,Site Discovery & Location Queries,2025-09-12T10:02:16.090863,,Yes
Metro connects are still Physical connections?,4,Site Discovery & Location Queries,2025-09-12T10:00:39.133297,,Yes
How is this all beneficial to me in real life? as end user or as 12 year old kind.,2,Corporate Mixed Queries,2025-09-12T09:59:04.416802,No-Hit (Out-of-Scope),Partial
"What real life examples? Remember I'm still 12 year kid. 

In Digital Realty, network connectivity means linking data centers and cloud providers together through special connections. These connections can be:

Physical connections like cables (called Cross Connects) that directly link data centers.
Metro Connects that connect different buildings or data centers in the same city.
Virtual connections through Digital Realty’s ServiceFabric platform, which lets data centers connect over the internet easily without physical cables.",4,Site Discovery & Location Queries,2025-09-12T09:57:49.335582,,Yes
what does Network connectivity really mean? I'm 12 year old kid explain me.,4,Site Discovery & Location Queries,2025-09-12T09:55:24.625797,,Yes
What is network connectivity services?,4,Site Discovery & Location Queries,2025-09-12T09:53:19.756757,,Yes
What is ServiceFabric platform ?,1,Connectivity & Cross-Connects,2025-09-12T09:52:26.062498,,Yes
How do I get started?,2,Corporate Mixed Queries,2025-09-12T09:51:41.951171,No-Hit (Out-of-Scope),Partial
What is the uptime institute's standard minimum power requirements for with regard to grids T3,0,German Language - Mixed Content,2025-09-12T09:34:44.379232,Language Barrier + Mixed Scope,Partial
What is the uptime institute's standard minimum power requirements for T3,0,German Language - Mixed Content,2025-09-12T09:25:37.457032,Language Barrier + Mixed Scope,Partial
How does ServiceFabric compare with Equinix Fabric?,1,Connectivity & Cross-Connects,2025-09-12T07:56:15.245484,,Yes
ServiceFabric?,1,Connectivity & Cross-Connects,2025-09-12T07:53:24.891698,,Yes
get me a link to the pct and pam,3,Miscellaneous/Testing,2025-09-11T21:16:22.036005,No-Hit (Out-of-Scope),No
Please provide contact details,3,Miscellaneous/Testing,2025-09-11T15:40:25.557867,No-Hit (Out-of-Scope),No
provide power capacity for AMS10,0,German Language - Mixed Content,2025-09-11T15:34:01.515065,Language Barrier + Mixed Scope,Partial
provide power capacity for AMS8,0,German Language - Mixed Content,2025-09-11T15:32:29.693575,Language Barrier + Mixed Scope,Partial
what is the total sellable capacity?,0,German Language - Mixed Content,2025-09-11T15:24:26.082071,Language Barrier + Mixed Scope,Partial
what capacity do we have in lgw14?,0,German Language - Mixed Content,2025-09-11T15:23:10.544311,Language Barrier + Mixed Scope,Partial
are you not going to respond?,2,Corporate Mixed Queries,2025-09-11T15:22:18.651754,No-Hit (Out-of-Scope),Partial
i was asking about nexus 2.0 not service fabric,1,Connectivity & Cross-Connects,2025-09-11T15:20:02.932156,,Yes
is this an internal secure application that i can share internal documents on for you to review?,3,Miscellaneous/Testing,2025-09-11T15:18:57.933020,No-Hit (Out-of-Scope),No
"very interesting. say if i have a 500kw requirement, which i'd like to be at a 15kw/cab density, into our lgw14 site in london. what data halls are currently available to support this requirement, what is the respective pues of each dh, and any other info you might havce",0,German Language - Mixed Content,2025-09-11T15:17:55.745971,Language Barrier + Mixed Scope,Partial
what is a good executive summary for the attached document,3,Miscellaneous/Testing,2025-09-11T12:01:10.174402,No-Hit (Out-of-Scope),No
please summarize the attached document,3,Miscellaneous/Testing,2025-09-11T11:58:56.607874,No-Hit (Out-of-Scope),No
ip bandwidth,4,Site Discovery & Location Queries,2025-09-11T11:28:10.926350,,Yes
ip multi home,4,Site Discovery & Location Queries,2025-09-11T11:27:26.440188,,Yes
up multi home,2,Corporate Mixed Queries,2025-09-11T11:27:17.473811,No-Hit (Out-of-Scope),Partial
"export to xls, one item per line",3,Miscellaneous/Testing,2025-09-11T10:49:35.610329,No-Hit (Out-of-Scope),No
one per line,2,Corporate Mixed Queries,2025-09-11T10:49:01.970244,No-Hit (Out-of-Scope),Partial
"deduplicate this, ignore the number",2,Corporate Mixed Queries,2025-09-11T10:45:24.639249,No-Hit (Out-of-Scope),Partial
i need a formal  but persuasive response letter for my management on what we previously discussed about my desire to change shifts from evening to days due to my desire to grow and provided more help and how it will do better for my schedule  since my wife's schedule changed as welll.,3,Miscellaneous/Testing,2025-09-11T02:45:30.511271,No-Hit (Out-of-Scope),No
what is iad 41 daily kw output per suite,0,German Language - Mixed Content,2025-09-11T02:38:36.633170,Language Barrier + Mixed Scope,Partial
